,0,1,2,3,4,5,6,7,8,9,10,11,12,13
modliv,-0.14347775464089751,-0.14347775464089776,-0.14347775464089937,-0.14347775464090012,-0.14347775464089865,-0.1434777546409127,6.969721560689522,6.969721560689514,-0.14347775464089985,-0.14347775464090018,-0.14347775464089982,-0.14347775464089968,-0.14347775464089946,-0.14347775464089957
malignantneo_mhyn,-0.3377725660436182,-0.3377725660436182,-0.33777256604362227,-0.3377725660436242,-0.33777256604362066,-0.33777256604365374,0.2935910779962059,0.10578447707482705,2.9605719958643726,-0.3377725660436239,-0.3377725660436233,-0.337772566043623,2.9605719958643646,2.9605719958643695
obesity_mhyn,-0.3666787473670353,-0.36667874736703543,-0.3666787473670396,1.3496747822486639,-0.36667874736703804,0.5340594633126473,0.21382413395190264,0.07150255825005568,-0.05818366515907926,-0.3666787473670411,2.727182873784103,-0.3666787473670401,0.10284265928105069,-0.08994984646555429
dementia_mhyn,2.2044421990374863,-0.4536294943167918,-0.45362949431679706,0.7683100610070277,-0.4536294943167949,0.2665245586321599,-0.017926056221490003,-0.1686609240002371,0.10445743193895113,-0.4536294943167989,-0.28381530545100697,0.2923734708373623,0.07276035070295166,-0.047848544523495386
infect_cmtrt,0.011476005174839172,0.1849629300525348,0.13073549351858646,0.11246053215373232,-0.12693629803503298,0.1005105123423843,-0.03398796055615777,0.027886396085502627,0.11897153230737627,-0.09152212485137272,0.024511502604827342,-0.04483297983270296,0.11692561330977509,0.03323825638815989
daily_lymp_lborres,-0.11663185287347667,-0.10140803150732255,-0.09121453786623812,-0.1600409194130269,0.03469537252902147,5.2293491262087795,0.12922342769417416,-0.04331624821395697,-0.23057270293793614,-0.06696878754161252,-0.02118499335045962,-0.14278699285943508,2.403102530147346,-0.15939698886730447
daily_neutro_lborres,0.032311507436141064,0.07661418857944116,-0.03016429613932359,0.08996349408787029,-0.09204222736265123,0.7586829416443548,0.08020594086888881,-0.0636907964458252,0.05004605574713748,0.013563828110735594,-0.07155009335314273,0.041752133697682596,1.0219944515587753,-0.02803711607806097
daily_plt_lborres,-0.015389461225987548,0.06757347822898592,-0.0159642525778799,-0.09000487833087875,0.03808782234379121,0.22655757195780823,-0.3430629189503286,-0.3342808166995554,-0.08250856132041064,-0.005932228995006948,-0.009002266180928564,-0.04727810597249868,0.4168500383316582,-0.010836393481053284
daily_bun_lborres,0.2081362813158614,0.009920256673519631,-0.023377320079829088,0.8804455625420908,-0.4460416328376076,1.2750752492027575,1.0098110433123826,-0.2832793361940837,0.9847974689780847,0.028548385844460688,-0.3422242961410156,0.7683027173146972,0.6110380516480239,-0.20674367159499946
daily_creat_lborres,-0.11930297538352805,-0.09047834938927933,0.007626513438498549,1.1666421302712264,-0.3260961427725802,1.4826817032592627,1.2581250930399124,-0.2715277816175653,0.994623524594038,-0.06766815333935053,-0.27032044170806685,0.9358381956041476,0.4241706946019045,-0.27261297432840265
daily_crp_lborres,-0.10788781336228238,-0.028536407246034082,-0.019135884718505396,0.07658698735309317,0.001337384224250505,0.39297165832659803,0.006557569519825548,-0.2624757261642621,0.14344567568212366,0.03805199770071928,0.054423458489262326,0.01608945602505353,0.11891811949466671,-0.02035339027654082
onset2admission,-0.2250204133119797,0.029749095770993716,0.022593683785013332,-0.0997160392184368,0.1308554910102872,0.026455546335895273,-0.1766382960916057,-0.14858123130856252,-0.07049774524116972,0.015472424854483318,0.13970488055032687,-0.1195845433428423,-0.737560000568504,-0.08372336106241249
age,0.7113268237901272,0.3173326018346494,0.02774555120681308,0.3919782529659846,-0.6694082460868181,-0.005032789275351981,0.12556805250438288,-0.3236842414664103,0.5954168455824457,0.09614440303229844,-0.5551216917348861,0.5554832439552329,0.3988316990330398,0.26335140238025845
immunosuppressed_yn,-0.02277903688479309,0.19527226270216055,1.7830378692399125,0.4874194081898851,-0.560840584068066,0.06562846002173016,0.3375262787605425,0.14554006598709465,0.377601819319867,-0.5608405840680704,-0.09273125380049291,-0.560840584068069,0.6052373275163255,0.4737836588795997
diabetes,-0.10309839777571411,-0.015344016476170919,-0.04281967862843748,0.5428628357917181,-0.5591999171346562,0.12508593929667594,0.5368438154561349,0.08259740105228804,0.2240043832928568,0.6663108385879735,0.22404662844908724,0.3050181641759336,0.22538662907324172,-0.09436699403248686
sf94,0.07757617765704118,-0.07706601068973262,0.06010370671278735,-0.08968035722181612,0.048308823104433976,-0.233891650580788,0.0161863527424063,0.17215220245136392,0.038126846781412344,0.0024893385878637943,-0.3343382669783933,0.07829177223327913,0.008713828240370912,0.08606451014871534
