,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
daily_lymp_lborres,-0.11560529672306888,-0.09951577985599754,8.187941154498937,-0.05941178822311059,-0.09118661858714536,-0.0305553217871972,0.005027996774418852,-0.016932915404134316,-0.12901228043846427,-0.14656058002509012,-0.16096469214311476,-0.034819220484110736,3.1127707868967733,-0.1581559095821666,0.12737223228232336
daily_neutro_lborres,0.07270557984526092,-0.0384799635843473,0.6500819270505825,0.01904393983852612,0.13916813275585732,-0.03115573460339233,-0.09802620643990814,-0.06669329729751454,0.011295510515350111,-0.018774944663635097,-0.01382565538530526,-0.04610757752094333,1.0115942254939976,0.028701476121390443,0.4573941861904947
daily_plt_lborres,0.05086227898721177,-0.1535438075236043,0.21836320266134632,0.08322728010300388,0.005592743513151298,-0.37792467412352426,-0.01128349940240411,-0.0009350967046461314,-0.03921475975752832,-0.1083803526431658,-0.11363402765727125,0.07112369083005499,0.2561992706787012,-0.00360636599205231,-0.06413554670994157
daily_bun_lborres,0.06459477956555691,0.24123139672908464,0.21735853414036074,-0.042035383103725336,0.6646959218409109,-0.21151911339091448,-0.39329367053162734,-0.2810909436376245,0.2875135127874017,0.6951535219551322,0.5310753260648737,-0.3575639703692296,1.8632763696120522,0.10138743101134222,2.1627692141041117
daily_creat_lborres,-0.026577359315689202,0.031196830712445976,0.021440826871510017,-0.03074484360639571,0.9283868717901195,-0.21872820695497244,-0.2879014285041167,-0.25219808455764636,-0.038869906267375284,1.048725576972737,0.8091307732794334,-0.29942378886371396,2.2464586887107036,0.006573962406842154,4.011481599667277
daily_crp_lborres,-0.020399165773328953,-0.0969393481724833,0.19035347565472074,0.11791473823245278,0.1493193125850388,-0.2766546109978446,0.04967815819265936,-0.02194788537041906,-0.09682489616969096,0.00046055653987022306,-0.02382610631109573,-0.022752851772982537,0.5452257840815731,0.009967839229037935,0.40492967515640954
onset2admission,0.008480368959568208,-0.1525803874156512,-0.30113154563278727,0.16296720002844553,0.009187902891206346,-0.15741906860093752,0.14856638566542768,0.04994054359302406,-0.23455829602232472,-0.10106253701215728,-0.09713380119606409,0.14055917390694256,0.032553829638264656,-0.10862551666396658,-0.19878662529835087
age,0.3310980986837379,0.3832101226084778,0.21940421049902062,-0.1457366693443295,0.012610052881784063,-0.2923843182536435,-0.6242241927234955,-0.33677510784349535,0.743620153556964,0.4153551478500928,0.386908192651496,-0.3233623703500161,0.18179852943013158,0.37561823246826875,0.24672639879257546
immunosuppressed_yn,0.1752732512764032,0.06202480658176188,0.5932649724264988,-0.009441829257646668,0.21776071346019382,0.1663452864830336,-0.09761643372576932,-0.21901374447913124,-0.013254558322252426,0.08358620709181723,0.2142710417914582,0.078361992748348,0.0694178776835352,0.4622616715244148,0.42372612443391544
sfr,-0.0713091390816745,-0.018973678492113323,-0.2565427326748273,-0.07970721637622522,-0.12955200466527583,0.23356174361166332,-0.25369634833296284,0.040357472460943636,0.07465512986285701,0.09252135463980199,0.08279342162959549,-0.006165188812557523,-0.23813495788760236,0.10398393408211222,-0.03471331647690958
diabetes,-0.03063247680010156,0.4201012965140308,0.06785647068319615,-0.05157672696009318,0.6758897399399874,0.024018617440102353,0.21151215294664213,-0.12765367696741173,-0.0423890611138239,0.3286164182313216,0.30618629124607616,-0.10449129075976954,0.0985347510893936,-0.04033518072510036,0.4283553174271543
