,0,1,2,3,4,5,6,7,8,9,10,11,12
daily_plt_lborres,-0.01920187278623311,0.06527619597106678,-0.017817806634288856,-0.07762381933165506,0.035955650578222954,0.27017590195761904,-0.34603624848056636,-0.33326215448837415,0.12768169749930722,-0.014183455222000669,-0.0038345839189594818,-0.07630806663758657,0.24626694801590293
dementia_mhyn,2.2044421990374143,-0.4536294943168227,-0.017620230140682345,1.302748018609615,-0.45362949431674343,0.637991109031298,-0.02137026263053786,-0.1674097543813184,0.08918579476366108,-0.4536294943166911,-0.27961948099393347,-0.45362949431682026,0.09821930015122678
diabetes,-0.10399358751536256,-0.0147593684822914,-0.03254918711109572,0.42280449004817433,-0.5591999171343851,0.011455563872920802,0.5404640236220594,0.0815533450142933,0.37674401786399614,0.6441739501495147,0.22722132349632918,0.3287154587471557,0.236827679759997
hr_vsorres,-0.16757674072086143,0.01009580998031786,-0.06928548842142734,-0.24832525674211883,0.14458407586983207,0.2555079524521007,-0.033776260584778235,0.087262235093574,-0.06595472333842838,-0.06498131384557981,0.18262653513948607,-0.21193552428798632,0.13297881595053762
immunosuppressed_yn,-0.02283781571028274,0.196941770928035,0.4609500228648434,0.07651472121612048,-0.19100227066193204,0.02836643043753,0.3380254247247972,0.14545334050970962,0.25210915500471487,-0.10492864662529867,-0.09151070314116035,0.11183118376565042,0.46105798034994483
infect_cmtrt,0.0096550513578602,0.18569126574969874,0.052855500563088936,0.06630425930899651,-0.08244722690466896,0.08831795224571268,-0.03444339592934027,0.028015650263576962,0.10206230532843955,-0.05132936668350803,0.0241658187440512,-0.012391348701410114,0.08388386118977864
malignantneo_mhyn,-0.3377725660435938,-0.33777256604359945,2.9605719958639183,-0.3377725660436482,-0.33777256604371136,-0.337772566043616,0.3026826886957916,0.10274089798415428,2.356499166860174,-0.33777256604356576,-0.3377725660436325,-0.3377725660436542,2.1502520515893964
modliv,-0.1434777546408928,-0.1434777546408963,-0.14347775464090934,-0.1434777546409092,-0.14347775464091916,-0.1434777546409008,6.969721560689477,6.9697215606893925,-0.1434777546408984,-0.14347775464086104,-0.14347775464091042,-0.14347775464091014,-0.14347775464089876
obesity_mhyn,-0.36667874736709677,-0.3666787473670955,-0.0861205803907647,0.7877245448285757,-0.36667874736688605,-0.3666787473670355,0.2115429633820808,0.07235003025874676,0.55596394030202,-0.3666787473670511,2.7271828737842534,-0.36667874736708067,0.586102167105108
onset2admission,-0.22688831665616133,0.029607981222909474,-0.10370783790768077,-0.153251090514475,0.12482179600646641,0.01671657029869554,-0.17447394825423126,-0.1493379769748371,0.03938992106201693,0.0071053537101313955,0.14122862816455398,-0.0747396005348625,-0.7228892085483071
renal_mhyn,-0.4646907368969774,0.06184199134975124,0.06647810178310878,2.151968870043605,-0.46469073689696333,0.4316236036019819,1.8471153236039057,-0.4646907368970173,0.9857105363180377,-0.4646907368969698,-0.46469073689698304,2.1519688700433526,0.4226194412350921
rr_vsorres,-0.07935948077021757,0.08434172589300845,-0.1330295958285231,-0.10334595583853283,0.031220719517107306,0.3815871201373813,-0.10862526163767158,-0.1649603095675362,0.018384857386596228,-0.011633881073884331,0.19714038067402959,-0.12734399455845613,0.07187283951326326
sex,-0.15304031887306005,0.01727308060489421,0.08501884828525152,-0.1191428704097767,-0.012003509848647237,0.07939070212127505,0.07767034219416134,0.15299294739044553,0.27721292623760085,0.10218432246783299,-0.06761808848634668,-0.006676297053839705,0.06888709116462237
sf94,0.08704921637626757,-0.07533543489078112,0.09148713731920209,0.010013211650723209,0.048745039167347654,-0.29946711266275305,0.016187383708376378,0.1720828491161071,-0.30805260080130104,0.013753869089157874,-0.3361371806820176,0.08438400812235408,-0.10038813031837822
sysbp_vsorres,0.07060984221155783,-0.011631566611422428,-0.03390761567435716,0.07955631292024616,-0.03981189924821118,-0.29500888750246224,-0.17562741631013917,-0.18949669963347485,-0.27108992895144596,0.03070446046423428,0.02242456091528043,0.09506543825719077,0.06339676970965295
temp_vsorres,-0.12557642643451392,-0.06934794478201425,-0.08506008094736539,-0.13082285501068655,0.1463610592552017,-0.1870947008495283,-0.20612522130838717,-0.10567511167079746,-0.37558935111773417,-0.036675029665386855,0.19838501818160273,-0.13281649665708026,-0.09937796730122264
