,0,1,2,3,4,5,6,7,8,9,10
modliv,0.039538952794771494,0.361977317763317,-0.14233669105207442,-0.14233669105207475,-0.14233669105207647,5.179448175743814,-0.14233669105207375,3.0864433299194696,-0.14233669105207508,-0.1423366910520743,0.9664630879801389
malignantneo_mhyn,0.09867035393278181,0.510172106823213,-0.33784161787323164,0.11658772129196246,0.03478900112748013,0.2608031060695096,-0.33784161787323014,0.10928636815309808,-0.015406027639197604,0.690189176742993,0.26858415792183243
obesity_mhyn,-0.36856701717793183,2.713210768714127,-0.36856701717793006,-0.3685670171779312,-0.36856701717793616,-0.3685670171779612,2.713210768714077,-0.36856701717798807,-0.36856701717793194,-0.3685670171779305,2.094057429421481
dementia_mhyn,-0.4513589794905628,0.2498608152228545,-0.45135897949056075,0.21524736813294879,0.6881217298371505,0.5448532902094365,-0.4513589794905587,-0.45135897949063136,2.2155314183151384,-0.45135897949056064,-0.05890714937881125
infect_cmtrt,0.18542204735154302,0.08728277264047365,-0.07906301857096781,0.05209484475396303,0.10846292959525038,0.10264375309253718,0.01836872741470701,-0.03327760523198503,0.011981690373474962,-0.04338086534061985,0.1316600027661485
daily_lymp_lborres,-0.12775895595708256,-0.11564221501541345,-0.003693269737386211,-0.15337270743284567,3.5408808769183775,1.8417664162424046,0.004238156792654315,-0.07478835460696887,-0.13036600582080823,-0.1351836311058473,3.439422579191574
daily_neutro_lborres,0.032609361119543157,0.006203333308283573,-0.07289819239624759,0.05497975803150167,1.0420959551829467,-0.018048254511410695,-0.07642821923218426,0.652891998690308,-0.019184637530858615,-0.07891018745256297,1.8331130688898156
daily_plt_lborres,0.06650859793286899,-0.0637056314865063,0.04018394322370821,-0.060379964391031396,0.37498376600842637,-0.25822026507488394,-0.007761792265992333,-0.08233933112882331,-0.04172882187374245,-0.04840972002091126,0.5277155249708724
daily_bun_lborres,-0.1772194756389691,0.4961211644416328,-0.3906730263237888,0.7374448353668183,1.459778276983041,0.5389665931010769,-0.3504937620885422,1.4347670092033846,0.12089322249724922,-0.14735824766987865,0.9221995513643492
daily_creat_lborres,-0.2552936654693454,0.660266942866699,-0.3015449175839345,0.8653783111633524,1.0001296893630567,0.6804435857152965,-0.26095096552105673,1.182329143723513,-0.18134987202096675,-0.2316641478726153,1.384606821308821
daily_crp_lborres,-0.052996526482177515,0.04365147608560949,0.009929843251569478,0.04197928368871217,0.43740267675319355,-0.11330898135609865,0.06191371325399446,0.2597941774577906,-0.12429193926003818,-0.06916420187889792,0.44726932470019715
onset2admission,0.0006646859547905517,-0.022888068188721696,0.12895518206774337,-0.11925064222746551,0.03416564393649576,-0.04853548731735908,0.14863563191835785,-0.03470775312354042,-0.23917292835707513,-0.06138585697632065,-1.076626651815122
age,0.2705620770014061,0.14762709048933947,-0.5449549462948675,0.5507771164026047,0.10999648939017258,0.3452143263414846,-0.6182932881301834,-0.17759329354242684,0.7178670661526575,0.3192508936358306,-0.1523266919958148
immunosuppressed_yn,0.2606285294614527,0.17602816263702664,-0.19184276065978625,0.15660827589349047,0.13959820635805187,0.25334219014964454,-0.09635586347622901,0.0489637065141983,-0.004663024205054394,0.10648279283517831,0.2832481792103396
sfr,-0.05995015049552028,-0.07952812235762102,0.010456173669993272,0.05169923594674377,-0.26625984089044,0.05755885527586394,-0.25903023725746066,-0.056756249040332,0.09400714380440632,0.09247173229643359,-0.12704322718299552
diabetes,-0.08116152950886434,0.6038627000198412,-0.1746550991916542,0.25475755739462674,-0.11562086987881418,0.3375387156087833,0.21651239000581937,0.03393883796707165,-0.09758391288703859,-0.01143414173331943,0.4780934832587267
