,0,1,2,3,4,5,6,7,8,9,10,11,12,13
daily_plt_lborres,-0.03962793248974894,0.022211576270012863,0.043404476338650286,0.18256507729708008,-0.09291397096249192,-0.06831132839352384,0.019898062837070567,0.16984346682200674,-0.16956614368717154,-0.035896587854910386,-0.009998118128791828,-0.04077614720414176,-0.0265935095317678,-0.001358154584535833
dementia_mhyn,2.2044421990371714,-0.4536294943167589,-0.453629494316823,0.6930438453318687,-0.2883607879942514,-0.4536294943166803,-0.28218050234740105,0.09127520282083694,-0.4536294943167982,-0.2829433804163471,-0.20011837336296764,-0.27256194027359,-0.28472192851836475,0.004227219409698941
diabetes,-0.06956819971814394,-0.1697470220116913,0.02091706393430346,0.25013195815719264,0.10976797187034028,0.16915380023730722,0.2113929235329782,0.27415162677766,-0.5591999171346601,0.13163320763346795,0.03247134470091629,0.1380048131600235,0.03355566782346541,-0.013450722682347793
hr_vsorres,-0.20251310763383643,0.10092046767869468,0.008256010931790323,0.029793712931143367,0.1542874485225043,-0.20334425112810245,0.22029017969539494,0.22614654174469828,-0.14011142438965493,0.20132514047125707,0.16717893154505414,0.19554633001696187,0.2321288931171409,-0.08112923866031523
immunosuppressed_yn,-0.015143595537313563,-0.15448879793053397,0.20329592574747188,0.03365665356929814,-0.11149601011783257,0.016985644904539472,-0.1488665550715149,0.25951687458972705,-0.09206489340647209,-0.07300528158867403,-0.1266898635143432,-0.1137792986959727,-0.17280719464082925,0.4705697904282786
infect_cmtrt,0.014548062818187458,-0.07430867400002135,0.18984295930943346,0.08044340855419073,-0.059658090237326274,-0.02325778529485477,-0.0031864782905105557,0.07842922287558815,-0.0200951816744766,-0.05490777379526612,-0.0358500836013875,-0.016068298654719194,0.022741515955986346,0.05821139297483805
malignantneo_mhyn,-0.33777256604357014,-0.33777256604371664,-0.33777256604359146,-0.33777256604364003,-0.047244806704576675,-0.33777256604357697,-0.18201107440780276,0.9485818131004965,0.3218963463379763,-0.10042799124352415,-0.11800850804480335,-0.07714043444871267,-0.1723037753124542,2.9605719958639174
modliv,-0.047689035681346345,-0.01255627445204354,0.040819148730614055,-0.14347775464090795,0.09608595287022896,0.024144464874438113,-0.050077072546035585,2.0616140331115216,-0.1434777546408998,-0.04477895807452002,-0.004003258261871259,-0.007803653258575752,-0.04831789757962209,0.06631336335485027
obesity_mhyn,-0.3666787473671022,0.041112682596403265,0.05604476448073517,0.5649102161742967,0.11423238545438119,0.027297891096766565,0.0552438694773418,0.14380842012289852,-0.16042130595696438,0.09954693094131623,0.02852040507773414,-0.01261283976936214,-0.056257848923781446,-0.0689449026287279
onset2admission,-0.23676747131382578,0.09559315786260948,0.02207585022264049,-0.03201466656800705,0.1273123505881017,-0.09025417207125165,0.18046965264569714,-0.09073845278515984,0.2063972945094355,0.1728489775988114,0.11548846868171096,0.11738014606566491,0.20558659144957322,-0.12586386604628835
renal_mhyn,0.10901677592645885,-0.4646907368969631,0.05091919610766459,0.7348382513159111,-0.10540845926009601,0.563593246102437,-0.09036555470163721,0.6212229999833354,0.23308515828714366,-0.062777225150086,-0.12546644747639482,-0.1937559547069823,-0.1671441595191542,0.16248148404096757
rr_vsorres,-0.1082589766052918,-0.007394676641183121,0.0708643855042298,0.17173289787680338,0.1957844168378612,-0.1124416181760911,0.21610042742477614,0.2539780276718997,-0.11392822115069341,0.16501263706199185,0.1407375116485441,0.21302495863209042,0.34804391006300517,-0.1324967212041938
sex,-0.16777893574443314,-0.018514203693178223,0.004386903489302975,0.05518862675865558,0.08073663653513141,0.036338828963570616,0.0709430070266567,0.15924999008031407,0.3473200975972321,0.0010120514642264695,0.04420147362751922,0.18736167606182239,0.0759528139368915,0.09896071203270322
sf94,0.10040275896594354,0.002689734579571361,-0.0938277316555246,-0.2134485604762379,-0.06185694884119205,0.06119178748732765,-0.06365171087107493,-0.005065073474482504,0.02746102818580502,-0.07349225244745596,-0.06560270302326078,-0.08268484917559679,-0.19197764798369085,0.07778293913251345
sysbp_vsorres,0.07538954715491482,0.0060392455202313376,-0.006343255929896632,-0.12109026569916129,-0.0782928953531407,0.021731576814234408,-0.039712645634139974,-0.24474093828153404,-0.034673347341254115,0.06312483082942351,-0.055255181286960435,-0.09626891630265227,-0.07668142544339034,-0.04900983724595814
temp_vsorres,-0.13792673813136025,0.1228105078973312,-0.056504975775377976,-0.2012517938894893,0.2247724598350271,-0.12451584119558337,0.13484620586191035,-0.1393777795110749,0.18220381270073643,0.15919379544656181,0.1281960208304277,0.21742505386397634,0.22601404015093757,-0.11438786985318365
