,0,1,2,3,4,5,6,7,8,9,10,11,12
dementia_mhyn,2.204442199037036,-0.45362949431676525,-0.4536294943167784,0.5965392932020647,-0.2883607879942514,-0.45362949431661126,-0.2820619345797873,0.006145068858002598,-0.4536294943167982,-0.28172300521133886,-0.20023848446415415,-0.27256194027359,-0.28472192851836475
diabetes,-0.06559387633204306,-0.1683484694414293,0.019358777640521803,0.29294494906568447,0.10976797187034028,0.10989676801538312,0.210843555217266,0.379787737977813,-0.5591999171346601,0.1312321822127434,0.03247867202582044,0.1380048131600235,0.03355566782346541
hr_vsorres,-0.2002629946438469,0.1038639016398631,0.010874558937825816,-0.03975947123842699,0.1542874485225043,-0.17494585379502162,0.21994007901072762,0.32437373016742516,-0.14011142438965493,0.20000831961280774,0.1671285763424004,0.19554633001696187,0.2321288931171409
immunosuppressed_yn,0.012051460582897838,-0.15349988420542632,0.26056846512211906,0.08948407349715336,-0.11149601011783257,0.1353432869577791,-0.14912196225600505,0.212005824860511,-0.09206489340647209,-0.07789650236600124,-0.12781518440067346,-0.1137792986959727,-0.17280719464082925
infect_cmtrt,0.017567862639047648,-0.07402602403436548,0.18913411213577566,0.09024645636930688,-0.059658090237326274,-0.015426324967899686,-0.0028341057274855006,0.11304590555534078,-0.0200951816744766,-0.05803844439525425,-0.03606195838897873,-0.016068298654719194,0.022741515955986346
malignantneo_mhyn,-0.010805721419600437,-0.3377725660437188,0.13215110085232493,0.07881025868291049,-0.047244806704576675,0.4921683431452551,-0.18190335553391898,0.2505807882426664,0.3218963463379763,-0.10516263106342852,-0.11767331024423296,-0.07714043444871267,-0.1723037753124542
modliv,-0.043381645247085814,-0.012347886250368341,0.051550142838241,-0.14347775464090867,0.09608595287022896,0.0346331274138173,-0.05329196341380355,3.9706429304420956,-0.1434777546408998,-0.09261965098888475,-0.010571456661417015,-0.007803653258575752,-0.04831789757962209
obesity_mhyn,-0.36667874736710526,0.040210461146186226,0.0469671583122974,0.5427019661331475,0.11423238545438119,0.002564668484376831,0.05553565551941951,0.2520935768631885,-0.16042130595696438,0.09986392153583355,0.02676371236752525,-0.01261283976936214,-0.056257848923781446
onset2admission,-0.2423613231125102,0.09550113236024553,0.006064154502370431,-0.03961881022504736,0.1273123505881017,-0.09444753751216188,0.18090595883303653,-0.2695271030065169,0.2063972945094355,0.17649211110999674,0.11802136204431311,0.11738014606566491,0.20558659144957322
renal_mhyn,0.11694552959153245,-0.464690736896963,0.06203266753100781,0.8307826465392247,-0.10540845926009601,0.4464634186351597,-0.09010668528103183,0.6668377417800025,0.23308515828714366,-0.06415558094347912,-0.12744347392431443,-0.1937559547069823,-0.1671441595191542
rr_vsorres,-0.10461402588196747,-0.002624151024082965,0.06153882996138834,0.11173889616677865,0.1957844168378612,-0.13828825966360142,0.21548999143238837,0.24010667510550593,-0.11392822115069341,0.16700075840461698,0.14041395035866427,0.21302495863209042,0.34804391006300517
sex,-0.14227046770148158,-0.016565100195732065,0.0159674085238398,0.09204326916541059,0.08073663653513141,0.04648903159976967,0.07084477652908609,0.11132478893700677,0.3473200975972321,-0.0007218024735396743,0.044456278805513644,0.18736167606182239,0.0759528139368915
sf94,0.10092292807365599,-0.0005159789722569595,-0.08525598028444938,-0.2068854682261399,-0.06185694884119205,0.08578565610669282,-0.06411992811425976,0.01665720613651663,0.02746102818580502,-0.07277106774734608,-0.0651047968483538,-0.08268484917559679,-0.19197764798369085
sysbp_vsorres,0.0705952865556676,0.002421106633859329,-0.02236804840491455,-0.11750469532209414,-0.0782928953531407,0.012433167302606223,-0.03923873982541622,-0.3025185057869162,-0.034673347341254115,0.06465955906029433,-0.05488417281350682,-0.09626891630265227,-0.07668142544339034
temp_vsorres,-0.1402697225467854,0.12009502791259243,-0.0602992125044244,-0.2316447376489027,0.2247724598350271,-0.1133308988776464,0.13374283079940485,-0.09248507047590467,0.18220381270073643,0.16126471757056096,0.12932188770966865,0.21742505386397634,0.22601404015093757
