,0,1,2,3,4,5,6,7,8,9,10
daily_bun_lborres,0.14359747535863476,0.13627159372549222,-0.2569068831612844,-0.19471920186462607,0.23056273541329275,-0.19122988578564612,-0.12718867547873025,-0.20007113400757498,-0.11863069709612281,-0.054309133085413124,0.5661461394746924
daily_creat_lborres,0.029417914669610638,0.060358589185639785,-0.25977911524768477,-0.036637139681407624,0.43741484455573904,-0.022521006734832816,0.15185662408472014,0.04619801875989258,-0.08716858107263516,-0.035372078856453146,0.4537432973632867
daily_crp_lborres,-0.03105264655375943,0.010218786548446046,-0.010161773491928087,0.06843888667468823,0.11899540053985991,0.06310118909330609,0.18196153124701447,0.03027617071364439,-0.011922500995198619,0.09042776436640142,-0.038345826880939224
onset2admission,-0.03507485794327274,-0.1138795199542316,0.04445276848187981,0.16193495235579383,0.19410907116922071,0.1195096280382204,0.15819242550609816,0.18779080470856438,0.05674223903817178,0.09574493209310425,-0.18614809929877096
age,0.38282969383176024,0.39048386205297875,-0.2011913618263037,-0.5779018630918482,-0.2280105022780082,-0.5330511657581174,-0.6019619107864782,-0.6850599622488976,-0.1038916726100112,-0.47499280723468784,0.5822770743188639
immunosuppressed_yn,0.1574215415097934,0.47160538839976546,-0.1651848304142152,-0.15789102628313334,-0.009398164087348535,-0.13237632695846893,-0.06551020835371349,-0.13875869385301645,0.13320706335290874,-0.08382370015417069,0.010172279127054507
sfr,-0.07008979163643307,0.09155880415301867,0.012078258922948965,-0.16717110009792133,-0.047597237290891437,-0.06531444496159106,-0.08560966567760424,-0.05972316228496999,-0.011647286213422562,-0.1512295811291196,0.05876120806082131
diabetes,0.008902227631451865,-0.005692671763623603,-0.11476066022841834,0.06180811004450148,-0.42222487297839634,0.02703856202578855,0.15363866281343985,0.21384390496970487,0.0019220926506093563,0.12472948673611116,0.09776295713784319
Aboriginal/First Nations,-0.014595452799588026,-0.01459545279958802,-0.014595452799587277,-0.014595452799587998,68.5144896654543,-0.014595452799588026,-0.014595452799588049,-0.01459545279958805,-0.01459545279958801,-0.014595452799588009,-0.01459545279958854
Arab,-0.06636439630692455,-0.06636439630692463,-0.06636439630692129,4.229774897141908,-0.06636439630692459,-0.0663643963069246,-0.06636439630692469,-0.06636439630692469,-0.06636439630692462,-0.06636439630692452,-0.06636439630692695
Black,-0.2016218254001762,-0.2016218254001764,-0.20162182540016588,-0.20162182540017637,-0.2016218254001761,-0.20162182540017617,4.959780509948325,-0.20162182540017626,-0.20162182540017629,-0.20162182540017648,-0.20162182540018309
East Asian,-0.08782862452602067,-0.08782862452602058,-0.0878286245260162,5.597810451745209,-0.08782862452602067,-0.0878286245260207,-0.0878286245260206,-0.08782862452602065,-0.08782862452602071,-0.08782862452602053,-0.08782862452602375
Latin American,-0.03765249108041538,-0.03765249108041537,-0.037652491080413464,-0.03765249108041531,-0.037652491080415386,-0.03765249108041542,-0.037652491080415434,-0.03765249108041543,-0.037652491080415365,26.558667735005205,-0.03765249108041673
Other,-0.2650680392793102,-0.2650680392793104,-0.2650680392792969,-0.2650680392793104,-0.2650680392793102,3.772616278895358,-0.2650680392793098,-0.26506803927930983,-0.2650680392793101,-0.26506803927931,-0.2650680392793192
South Asian,-0.23984882467093013,-0.23984882467093013,-0.23984882467091784,-0.23984882467092997,-0.2398488246709301,-0.23984882467093022,-0.2398488246709306,4.169292892604279,-0.23984882467093002,-0.23984882467092994,-0.23984882467093874
West Asian,-0.05847531221042798,-0.05847531221042802,-0.05847531221042505,3.7269593555301648,-0.05847531221042799,-0.058475312210427934,-0.05847531221042801,-0.058475312210427996,-0.058475312210428,-0.05847531221042792,-0.05847531221043
White,0.4624569333809043,0.4624569333809044,0.4624569333808812,-2.162363514996426,-2.162363514996425,-2.1623635149964247,-2.162363514996426,-2.162363514996425,0.462456933380905,-2.1623635149964278,0.46245693338091987
