,0,1,2,3,4,5,6,7,8,9,10,11
malignantneo_mhyn,-0.3378416178732325,2.959966881212445,-0.33784161787321604,-0.046234757021605656,0.24412458784776903,-0.13330196859788074,-0.09563566973640789,-0.15781946669008798,-0.33784161787323286,-0.01681601176754758,-0.3378416178732462,-0.14893278404672142
obesity_mhyn,-0.009195342573956943,-0.06795027815571442,-0.001291657595308061,0.08230400937540416,-0.3685670171779317,0.01489082946359585,0.08707748548282068,0.02595975264115723,0.19530866225695945,0.06779089940855053,-0.10364552297722193,-0.055849795041588005
dementia_mhyn,0.0599516234193747,0.008669531658568168,-0.4513589794905396,-0.2798547738438936,-0.4513589794905625,-0.19433996214478402,-0.2537798640662145,-0.2617298750425348,-0.10076359461486598,-0.12094777976242252,1.1075364833732828,-0.2767671367536919
infect_cmtrt,0.16034462351840179,0.06342421143013333,-0.09289234932995566,-0.01753637349455513,-0.07787592847110801,-0.02273341088168659,-0.06068028877743271,0.00525412485301863,0.1074198035444074,-0.18559523924484395,-0.00041449459817074043,0.011535464995339098
daily_lymp_lborres,-0.10292097310748831,-0.13786105315952157,-0.027345185818031657,0.08640755331790242,-0.12897104280169064,0.07720190630060655,0.10172849378204925,0.8266939835179171,-0.05120501091271988,0.16746790816140075,-0.11266353991831062,0.0469661932416937
daily_neutro_lborres,0.0818383047069642,0.05289097850256489,-0.051558819950936835,-0.08380127226040372,-0.3359602565414047,-0.03937390176350294,-0.08754482289112485,-0.03367459912790243,0.009058675224488371,-0.09114339366036324,0.06046338600713499,0.03636241966231978
daily_plt_lborres,0.023402850878042038,0.0007225329239195355,0.010782024827468576,-0.13395466311652374,-0.05676549882527332,0.011069895184484766,-0.033326781597904614,0.03549028105076308,0.04713694768064487,-0.020739237141316074,-0.06656585434316638,0.02924403725364595
daily_bun_lborres,0.14414829695308246,0.1339270467613008,-0.25650562072810656,-0.1536714912022841,0.23056273541329275,-0.19122988578564612,-0.12718867547873025,-0.17500157026931118,-0.11912104359551018,-0.054309133085413124,0.5650516706344437,-0.23650590568128196
daily_creat_lborres,0.02995088214431709,0.05963055577711634,-0.2592916493775338,-0.01880419761990474,0.43741484455573904,-0.022521006734832816,0.15185662408472014,0.04287302914690858,-0.08716897341910046,-0.035372078856453146,0.4537183114567939,-0.05479113307298665
daily_crp_lborres,-0.03164981620005905,0.009477349787567129,-0.010571517930157545,0.08284404892492628,0.11899540053985991,0.06310118909330609,0.18196153124701447,0.03191961929386596,-0.012060042764698607,0.09042776436640142,-0.03835071516343822,0.053774384351205365
onset2admission,-0.03521551368169701,-0.11477317111586297,0.044031164890475934,0.11885991223512052,0.19410907116922071,0.1195096280382204,0.15819242550609816,0.1766391106349495,0.05673059944873378,0.09574493209310425,-0.18669986779831285,0.2057854841971339
age,0.38258991996313996,0.39011077397293376,-0.2024039013649265,-0.5155769870165411,-0.2280105022780082,-0.5330511657581174,-0.6019619107864782,-0.6154813544169712,-0.10269375553437977,-0.47499280723468784,0.5819199490508298,-0.6413487909459252
immunosuppressed_yn,0.157397838150274,0.46949698556105596,-0.16673478296799024,-0.12754100346768216,-0.009398164087348535,-0.13237632695846893,-0.06551020835371349,-0.10723804019969918,0.1335431377699267,-0.08382370015417069,0.008932747912408777,-0.18878744885467297
sfr,-0.0705313833869175,0.09519561267546382,0.011992722879807986,-0.11095555485599679,-0.047597237290891437,-0.06531444496159106,-0.08560966567760424,-0.06069103296255533,-0.011322921616013277,-0.1512295811291196,0.05942067525649275,-0.22439870916580573
diabetes,0.010423000047597546,-0.005185362707154779,-0.11442151801841845,0.07327586081183136,-0.42222487297839634,0.02703856202578855,0.15363866281343985,0.19274246325142308,0.001228659753912744,0.12472948673611116,0.09802070250110446,0.050133902225714
Aboriginal/First Nations,-0.014595452799588024,-0.01459545279958801,-0.014595452799587273,-0.014595452799587988,68.5144896654543,-0.014595452799588026,-0.014595452799588049,-0.014595452799588038,-0.014595452799588014,-0.014595452799588009,-0.014595452799588599,-0.01459545279958799
Arab,-0.0663643963069246,-0.0663643963069246,-0.0663643963069212,8.449937450674444,-0.06636439630692459,-0.0663643963069246,-0.06636439630692469,-0.06636439630692464,-0.06636439630692464,-0.06636439630692452,-0.0663643963069273,-0.06636439630692453
Black,-0.2016218254001762,-0.20162182540017637,-0.20162182540016588,-0.20162182540017642,-0.2016218254001761,-0.20162182540017617,4.959780509948325,-0.2016218254001762,-0.20162182540017626,-0.20162182540017648,-0.20162182540018422,-0.20162182540017656
East Asian,-0.08782862452602065,-0.08782862452602064,-0.08782862452601614,-0.08782862452602065,-0.08782862452602067,-0.0878286245260207,-0.0878286245260206,-0.08782862452602058,-0.08782862452602062,-0.08782862452602053,-0.08782862452602411,11.38580964231919
Latin American,-0.037652491080415386,-0.03765249108041538,-0.037652491080413464,-0.037652491080415296,-0.037652491080415386,-0.03765249108041542,-0.037652491080415434,-0.037652491080415414,-0.03765249108041536,26.558667735005205,-0.03765249108041691,-0.0376524910804153
Other,-0.2650680392793102,-0.2650680392793104,-0.26506803927929684,-0.2650680392793105,-0.2650680392793102,3.772616278895358,-0.2650680392793098,-0.26506803927931016,-0.2650680392793101,-0.26506803927931,-0.26506803927932066,-0.26506803927931066
South Asian,-0.23984882467093013,-0.23984882467093008,-0.23984882467091787,-0.23984882467092972,-0.2398488246709301,-0.23984882467093022,-0.2398488246709306,3.8572887486380205,-0.23984882467093002,-0.23984882467092994,-0.23984882467093982,-0.23984882467092966
West Asian,-0.058475312210427975,-0.058475312210427996,-0.058475312210425026,7.445449037185325,-0.05847531221042799,-0.058475312210427934,-0.05847531221042801,-0.058475312210427996,-0.058475312210427996,-0.05847531221042792,-0.058475312210430265,-0.05847531221042808
White,0.4624569333809042,0.4624569333809041,0.46245693338088084,-2.1623635149964238,-2.162363514996425,-2.1623635149964247,-2.162363514996426,-1.9766233166597729,0.46245693338090466,-2.1623635149964278,0.4624569333809225,-2.162363514996423
