,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
malignantneo_mhyn,0.14071029243241007,0.09267756090167309,0.12331541418708081,-0.04448958408975014,0.24412458784776903,-0.13174921062475503,-0.09497478992995478,-0.19478063676614144,-0.05996657802004793,-0.01681601176754758,-0.004182937602454358,-0.14893278404672142,-0.017616739979233534,0.09093675193336921,-0.21397778890865066
obesity_mhyn,0.010120766571317682,0.5144617743616832,0.3103732775191687,0.07844980489840628,-0.3685670171779317,0.016093688609031848,0.08743517380074492,0.04472739665120744,0.1776797056411611,0.06779089940855053,-0.3685670171779314,-0.055849795041588005,-0.009911317537821141,-0.0536324565869522,-0.0627692094714577
dementia_mhyn,-0.45135897949055054,0.6311944584417435,-0.011023811779245541,-0.2756334814761105,-0.4513589794905625,-0.19285514365171114,-0.2523441098381899,-0.2892543095255327,-0.10779475884864648,-0.12094777976242252,2.2155314183151336,-0.2767671367536919,-0.4513589794905623,-0.45135897949056336,-0.42664522871035593
infect_cmtrt,0.17624732843232946,0.08081365810477262,0.04471299739703661,-0.009409830794884059,-0.07787592847110801,-0.024153823160979193,-0.06139529080833808,-0.0062456512094210565,0.11214327691627768,-0.18559523924484395,0.02062563786971456,0.011535464995339098,-0.09618625601843428,-0.05136529102764214,0.07374687163135148
daily_lymp_lborres,-0.1280061182433672,1.2363620913161608,0.6541882637874528,0.016733624768121968,-0.12897104280169064,0.016565753447831184,0.04954302441412203,0.05822032159123857,-0.06401706296323793,0.16746790816140075,-0.13887978301685835,0.0469661932416937,-0.06234414204733335,-0.1848262991193601,6.597250216596896
daily_neutro_lborres,0.06920803280777613,0.43026688126322615,0.6061177462468605,-0.08133431976300741,-0.3359602565414047,-0.04355026795942081,-0.09448243012323224,-0.07300480516496316,-0.01374262319097846,-0.09114339366036324,0.027285021873100206,0.03636241966231978,-0.07299468353652297,-0.21789564359459504,0.5186226623742736
daily_plt_lborres,0.04034771052623447,-0.05783686115983646,0.16197707612094137,-0.12393222935767076,-0.05676549882527332,0.003732283034369311,-0.03559847487745421,0.023423581172611438,0.05619354228227736,-0.020739237141316074,-0.04437021409329443,0.02924403725364595,0.010364971011811176,-0.14674791819983435,0.48167385267844265
daily_bun_lborres,0.07155024493517066,1.0791642850196166,1.3774164396080693,-0.17510024837970017,0.23056273541329275,-0.19636163658237699,-0.1355826553069979,-0.20345541861143782,-0.18512396348295276,-0.054309133085413124,0.31429702483573424,-0.23650590568128196,-0.35217723880608515,-0.07442725735607839,0.5559349078959669
daily_creat_lborres,-0.023829941748441323,1.5715417636528004,1.4182158135707486,-0.06343948385791659,0.43741484455573904,-0.0333858350129511,0.1412469826508799,0.03720131571046783,-0.19269363353916774,-0.035372078856453146,-0.0250034162464068,-0.05479113307298665,-0.3032077876954064,-0.13371413690970832,1.4481836518414068
daily_crp_lborres,-0.02676000660546491,0.08607021508481161,0.4517348850618252,0.09073125846301726,0.11899540053985991,0.06298206434079905,0.18150439987086311,0.03166064342492013,-0.017017417750898163,0.09042776436640142,-0.09699752270733623,0.053774384351205365,-0.0016918132308248752,-0.23901079180403142,0.001458645023807263
onset2admission,-0.009420165445675657,-0.1497438071821332,-0.0027475458793840076,0.11819365398665846,0.19410907116922071,0.11896620863699638,0.15748638647841381,0.19013636516392995,0.05299347446979166,0.09574493209310425,-0.2510169628232685,0.2057854841971339,0.0701319850744838,-0.14017678232667502,0.10435321315018956
age,0.32516826419460226,0.16240823083164133,0.2727931994057044,-0.5119556177436786,-0.2280105022780082,-0.527009007352222,-0.6000140692655039,-0.6794279909176258,-0.07117059421417277,-0.47499280723468784,0.7613932746664382,-0.6413487909459252,-0.36109355812081967,0.4964783540231899,-1.1712455177569272
immunosuppressed_yn,0.23542678708882078,0.19108825990167233,0.08028807165145103,-0.13231753369496949,-0.009398164087348535,-0.13515814141738672,-0.06752410909880448,-0.13956321841352873,0.1635779016548263,-0.08382370015417069,-0.0017914702217465455,-0.18878744885467297,-0.12586884154435218,0.04650315757208428,0.12690621036733957
sfr,-0.07181091839953135,-0.01967172775821626,-0.2257976451000444,-0.11929350873048639,-0.047597237290891437,-0.0649703638356134,-0.08682101658077543,-0.06219528187725329,-0.006794177448555716,-0.1512295811291196,0.0760694258967425,-0.22439870916580573,0.020325837937459894,0.1854012823784142,0.08696366377910388
diabetes,0.022800053523325748,0.31471609928068794,0.25367572760661244,0.05816815203210813,-0.42222487297839634,0.027991870446862587,0.15096065972019115,0.2132407781602435,-0.017484992867785425,0.12472948673611116,-0.06930596087446711,0.050133902225714,-0.17255510734402557,0.10843996785767274,0.2510697743135705
Aboriginal/First Nations,-0.014595452799587634,-0.014595452799589235,-0.014595452799587997,-0.014595452799588014,68.5144896654543,-0.014595452799588021,-0.014595452799588047,-0.01459545279958805,-0.014595452799588042,-0.014595452799588009,-0.014595452799588005,-0.01459545279958799,-0.014595452799588004,-0.014595452799588047,-0.014595452799588064
Arab,-0.06636439630692283,-0.06636439630693008,-0.06636439630692452,8.659552138827179,-0.06636439630692459,-0.06636439630692463,-0.06636439630692463,-0.06636439630692469,-0.06636439630692471,-0.06636439630692452,-0.0663643963069245,-0.06636439630692453,-0.06636439630692456,-0.06636439630692464,-0.0663643963069248
Black,-0.20162182540017098,-0.20162182540019302,-0.20162182540017584,-0.2016218254001764,-0.2016218254001761,-0.20162182540017617,4.9597805099483265,-0.20162182540017623,-0.20162182540017645,-0.20162182540017648,-0.20162182540017584,-0.20162182540017656,-0.20162182540017598,-0.2016218254001763,0.8670136539597806
East Asian,-0.08782862452601832,-0.08782862452602794,-0.08782862452602054,-0.08782862452602065,-0.08782862452602067,-0.08782862452602068,-0.08782862452602055,-0.08782862452602072,-0.08782862452602087,-0.08782862452602053,-0.08782862452602065,11.38580964231919,-0.08782862452602055,-0.08782862452602072,-0.08782862452602092
Latin American,-0.03765249108041437,-0.03765249108041852,-0.03765249108041535,-0.03765249108041535,-0.037652491080415386,-0.03765249108041542,-0.037652491080415434,-0.037652491080415434,-0.037652491080415476,26.558667735005205,-0.03765249108041535,-0.0376524910804153,-0.03765249108041536,-0.03765249108041541,-0.03765249108041553
Other,-0.2650680392793032,-0.26506803927933237,-0.2650680392793099,-0.2650680392793103,-0.2650680392793102,3.7726162788953554,-0.2650680392793098,-0.2650680392793101,-0.2650680392793108,-0.26506803927931,-0.2650680392793099,-0.26506803927931066,-0.2650680392793101,-0.2650680392793108,1.22185966191235
South Asian,-0.2398488246709239,-0.23984882467095003,-0.23984882467092963,-0.23984882467092997,-0.2398488246709301,-0.23984882467093036,-0.23984882467093063,4.169292892604281,-0.23984882467093055,-0.23984882467092994,-0.23984882467092974,-0.23984882467092966,-0.23984882467092997,-0.23984882467093036,1.0323789961221064
West Asian,-0.05847531221042645,-0.05847531221043288,-0.058475312210427934,7.207787855163475,-0.05847531221042799,-0.05847531221042791,-0.05847531221042796,-0.05847531221042804,-0.05847531221042814,-0.05847531221042792,-0.0584753122104279,-0.05847531221042808,-0.058475312210427975,-0.05847531221042804,2.277830839797947
White,0.46245693338089205,0.462456933380943,0.4624569333809036,-2.1623635149964264,-2.162363514996425,-2.1623635149964255,-2.1623635149964255,-2.1623635149964273,0.46245693338090516,-2.1623635149964278,0.4624569333809037,-2.162363514996423,0.4624569333809037,0.46245693338090443,-2.162363514996433
