,0,1,2,3,4,5,6,7,8,9,10,11
malignantneo_mhyn,0.11703342245984794,0.06440888617478148,-0.08473987050299914,0.05145172526487244,0.019074543005789736,-0.07016924616721545,-0.1799140519912092,-0.03155212403738445,-0.1288021057857459,0.05792860387396808,-0.18554127857094643,-0.037867305580061225
modliv,0.038500720601697395,0.008465585164419217,-0.04324907086383012,-0.015397826492835973,0.041220325074538856,-0.03225984180706471,-0.03276648125054143,0.00437165376088784,-0.03385653231560117,0.07256474544505889,0.29425758784097267,-0.02840740498792386
obesity_mhyn,-0.012243641865294017,-0.08091265221719339,0.11285659357142278,0.031103461066673978,-0.134013886333329,0.051873034539105016,0.4085924137307578,0.14205785176912583,0.10040253048369085,0.1630598977123748,-0.17628726298850847,-0.09974832858419352
onset2admission,-0.03146157395050452,-0.21434808666606053,0.15027951797422565,0.0447855152889389,-0.06148496069570239,0.2394996817794764,0.29575708252952787,-0.038368593349504425,0.04671628683841727,-0.009588083244686784,-0.48170654133067997,-0.12735336306348893
renal_mhyn,0.14823074418413187,0.3211869555751926,-0.1485017237611785,0.3144663871339781,-0.14976003871537133,-0.22320665838440595,-0.24985992870073265,0.2919046044169864,-0.21004435391565116,0.15420787173017,-0.2231529270255779,-0.13918956972645555
rr_vsorres,0.0690314296689686,-0.482616671656561,0.5672492043219743,0.46351409384590253,-0.4289100484229089,0.6929894115223182,0.5980789250082792,-0.02359334090835675,-0.32741154332040795,0.04785097021930675,1.7466109010330904,-0.5215968944671618
sex,0.04831199648289562,0.07542031158989304,-1.1303736043212254,0.11882931008465684,0.8846632619314326,0.8846632619314105,-0.18322787107889624,-0.14472739584030245,-0.27179767928851123,-0.15116054858737582,0.04764794825708799,-1.1303736043211452
sf94,-0.08284329407004881,0.6728282914402026,-0.7929991355623879,-0.872363561251982,0.6720481509449714,-0.9356234207366534,-0.9617029405001057,0.03550836828748972,0.6717982234369991,-0.044810367264363334,0.17121717025247643,0.6802085450506409
sysbp_vsorres,-0.03149222766814737,0.054093021892581465,-0.05808065094295345,-0.010792906298675934,0.012700154676566374,-0.04715351156143525,-0.012243538025790363,0.030800551947553375,0.04079332669070843,0.03235775581982196,-0.9386033311650481,0.04029633515171588
temp_vsorres,-0.07987192757379936,-0.29230844626084446,0.22712670512710723,0.011258237231453576,-0.023423733004099157,0.2994592479818947,0.3063778404411166,-0.07290259448427948,0.031194388443296587,-0.028707374475880523,0.06118108493774843,-0.12235055681371476
