,0,1,2,3,4,5,6,7,8,9,10,11,12
infect_cmtrt,0.05472068222192713,-0.0579734971979682,-0.002248085143514248,0.07184263315636269,-0.11132148218377416,-0.03192640621857298,0.18350631941472717,0.08343508176727586,-0.00037919316530407474,0.2363151422399847,0.028820873469183928,-0.09880676844944694,0.25746263341847614
malignantneo_mhyn,0.15695091279906948,0.06671240817358941,-0.08513941389063379,0.05545625637883234,0.019044684487576843,-0.07045863972690618,-0.1797758550416884,-0.03155212403738445,-0.12953435243950304,0.05792860387396808,0.04463535561250457,-0.03767251306155186,0.07545835369848787
modliv,0.063336660205368,0.008164495070171333,-0.04303463208809824,-0.032519770892011565,0.04064901640305436,-0.031855451730738414,-0.030838018847859045,0.00437165376088784,-0.0352159837762307,0.07256474544505889,-0.005370149591029637,-0.02856765521954533,0.014593341255332938
obesity_mhyn,-0.06401261990022464,-0.0887658955446997,0.11344127029270731,0.1245471924814653,-0.13297068188654207,0.05132265049589155,0.4122982878871698,0.14205785176912583,0.10158610341034863,0.1630598977123748,0.0040354409661579665,-0.09983282349279923,0.03933983808586079
onset2admission,-0.15158959000081906,-0.2285527821321851,0.1499029354816659,0.12367323878264862,-0.06049213033064828,0.23942700886581883,0.3025946367076977,-0.038368593349504425,0.04493673023085009,-0.009588083244686784,0.020019452239853706,-0.12672160063930332,0.08818332127992483
renal_mhyn,0.17302774093610362,0.32872876515579524,-0.14782523892348995,0.3093740270503177,-0.14945620549512345,-0.2238308630211071,-0.24818960552307728,0.2919046044169864,-0.2117273081538993,0.15420787173017,0.30027576431843445,-0.13964287188108895,0.12045204134796643
rr_vsorres,-0.38210776416142506,-0.5198920678636954,0.5671415793058155,0.7802356203996604,-0.42805483094465946,0.6960633597337452,0.5917194722112578,-0.02359334090835675,-0.31140659451213853,0.04785097021930675,0.3559691044407925,-0.5200104818341541,0.5383067969061943
sex,0.05514492140276681,0.0776475657294954,-1.1303736043212258,0.24815858050215958,0.884663261931433,0.88466326193141,-0.17869546440079723,-0.14472739584030245,-0.2739261425657539,-0.15116054858737582,0.067172343928618,-1.130373604321145,0.04197942810031985
sf94,0.6333601276764727,0.6746391720165164,-0.7960451255204195,-2.120934873117529,0.6713256334189739,-0.9406196308521473,-0.9885771357499425,0.03550836828748972,0.6706736929938918,-0.044810367264363334,-0.3263821766336925,0.6801395932714713,-0.8141596559342666
sysbp_vsorres,-0.011229267716977478,0.05342470436436701,-0.05754223075987882,-0.08402677958217539,0.012310770120679687,-0.04691342449301845,-0.010272834354516753,0.030800551947553375,0.0387325545596027,0.03235775581982196,0.013793812136546858,0.03980886707122603,-0.05669992009319412
temp_vsorres,-0.22093599547652312,-0.3080880008346346,0.2268862116447249,0.040729929499114685,-0.022980809342583643,0.30011260518175603,0.3053543557390248,-0.07290259448427948,0.03533570587435299,-0.028707374475880523,0.004388842574817096,-0.12170732417662486,0.0655866934022667
